chr	start	end	query	window	variations	variations_scl	dmp_max	sc_val	sc_max	w_num	dmp_num	std	median	mean	skew
chr1A__chi	1000001	2000000	WATDE0020	chr1A_1650001_1700000	21	-0.4524344178451094	1	0	dmp_0.5	29	2	164.4	25.0	116.2	1.37
chr1A__chi	1000001	2000000	WATDE0020	chr1A_1700001_1750000	37	-0.3358362776991761	1	0	dmp_0.5	29	2	164.4	25.0	116.2	1.37
chr1A__chi	1000001	2000000	WATDE0020	chr1A_1750001_1800000	37	-0.3358362776991761	1	0	dmp_0.5	29	2	164.4	25.0	116.2	1.37
chr1A__chi	1000001	2000000	WATDE0020	chr1A_1800001_1850000	262	1.3038250681030104	1	0	dmp_0.5	29	2	164.4	25.0	116.2	1.37
chr1A__chi	1000001	2000000	WATDE0020	chr1A_1850001_1900000	392	2.2511849567887183	1	0	dmp_0.5	29	2	164.4	25.0	116.2	1.37
chr1A__chi	1000001	2000000	WATDE0020	chr1A_1900001_1950000	537	3.3078556018612386	1	0	dmp_0.5	29	2	164.4	25.0	116.2	1.37
chr1A__chi	1000001	2000000	WATDE0020	chr1A_1950001_2000000	441	2.608266760985639	1	0	dmp_0.5	29	2	164.4	25.0	116.2	1.37
chr1A__chi	1000001	2000000	WATDE0020	chr1A_WhJag_1000001_1050000	2	-0.5908947092684051	1	0	dmp_0.5	29	2	164.4	25.0	116.2	1.37
chr1A__chi	1000001	2000000	WATDE0020	chr1A_WhJag_1050001_1100000	10	-0.5325956391954385	1	0	dmp_0.5	29	2	164.4	25.0	116.2	1.37
chr1A__chi	1000001	2000000	WATDE0020	chr1A_WhJag_1100001_1150000	17	-0.4815839528815927	1	0	dmp_0.5	29	2	164.4	25.0	116.2	1.37
chr1A__chi	1000001	2000000	WATDE0020	chr1A_WhJag_1200001_1250000	17	-0.4815839528815927	1	0	dmp_0.5	29	2	164.4	25.0	116.2	1.37
chr1A__chi	1000001	2000000	WATDE0020	chr1A_WhJag_1250001_1300000	17	-0.4815839528815927	1	0	dmp_0.5	29	2	164.4	25.0	116.2	1.37
chr1A__chi	1000001	2000000	WATDE0020	chr1A_WhJag_1300001_1350000	17	-0.4815839528815927	1	0	dmp_0.5	29	2	164.4	25.0	116.2	1.37
chr1A__chi	1000001	2000000	WATDE0020	chr1A_WhJag_1350001_1400000	30	-0.3868479640130219	1	0	dmp_0.5	29	2	164.4	25.0	116.2	1.37
chr1A__chi	1000001	2000000	WATDE0020	chr1A_WhJag_1550001_1600000	12	-0.5180208716771968	1	0	dmp_0.5	29	2	164.4	25.0	116.2	1.37
chr1A__chi	1000001	2000000	WATDE0020	chr1A_WhJag_1600001_1650000	19	-0.46700918536335106	1	0	dmp_0.5	29	2	164.4	25.0	116.2	1.37
chr1A__chi	2000001	2100000	WATDE0020	chr1A_2000001_2050000	525	3.2204069967517888	1	0	dmp_0.5	2	2	25.5	467.5	477.1	1.04
chr1A__chi	2000001	2100000	WATDE0020	chr1A_2050001_2100000	456	2.7175775173724515	1	0	dmp_0.5	2	2	25.5	467.5	477.1	1.04
chr1A__chi	1	1000000	ability	chr1A_1_50000	55	-0.20466337003500118	0	0	dmp_0.5	34	2	19.7	28.0	31.6	1.91
chr1A__chi	1	1000000	ability	chr1A_50001_100000	28	-0.40142273153126357	0	0	dmp_0.5	34	2	19.7	28.0	31.6	1.91
chr1A__chi	1	1000000	ability	chr1A_100001_150000	110	0.19614273671664445	0	0	dmp_0.5	34	2	19.7	28.0	31.6	1.91
chr1A__chi	1	1000000	ability	chr1A_150001_200000	38	-0.32854889394005526	0	0	dmp_0.5	34	2	19.7	28.0	31.6	1.91
chr1A__chi	1	1000000	ability	chr1A_200001_250000	48	-0.25567505634884696	0	0	dmp_0.5	34	2	19.7	28.0	31.6	1.91
chr1A__chi	1	1000000	ability	chr1A_250001_300000	28	-0.40142273153126357	0	0	dmp_0.5	34	2	19.7	28.0	31.6	1.91
chr1A__chi	1	1000000	ability	chr1A_300001_350000	36	-0.3431236614582969	0	0	dmp_0.5	34	2	19.7	28.0	31.6	1.91
chr1A__chi	1	1000000	ability	chr1A_350001_400000	79	-0.02976615981610127	0	0	dmp_0.5	34	2	19.7	28.0	31.6	1.91
chr1A__chi	1	1000000	ability	chr1A_400001_450000	46	-0.2702498238670886	0	0	dmp_0.5	34	2	19.7	28.0	31.6	1.91
chr1A__chi	1	1000000	ability	chr1A_450001_500000	24	-0.4305722665677469	0	0	dmp_0.5	34	2	19.7	28.0	31.6	1.91
chr1A__chi	1	1000000	ability	chr1A_500001_550000	25	-0.4232848828086261	0	0	dmp_0.5	34	2	19.7	28.0	31.6	1.91
chr1A__chi	1	1000000	ability	chr1A_550001_600000	28	-0.40142273153126357	0	0	dmp_0.5	34	2	19.7	28.0	31.6	1.91
chr1A__chi	1	1000000	ability	chr1A_600001_650000	27	-0.4087101152903844	0	0	dmp_0.5	34	2	19.7	28.0	31.6	1.91
chr1A__chi	1	1000000	ability	chr1A_650001_700000	18	-0.47429656912247187	0	0	dmp_0.5	34	2	19.7	28.0	31.6	1.91
chr1A__chi	1	1000000	ability	chr1A_700001_750000	32	-0.37227319649478025	0	0	dmp_0.5	34	2	19.7	28.0	31.6	1.91
chr1A__chi	1	1000000	ability	chr1A_750001_800000	20	-0.4597218016042302	0	0	dmp_0.5	34	2	19.7	28.0	31.6	1.91
chr1A__chi	1	1000000	ability	chr1A_800001_850000	30	-0.3868479640130219	0	0	dmp_0.5	34	2	19.7	28.0	31.6	1.91
chr1A__chi	1	1000000	ability	chr1A_850001_900000	26	-0.4159974990495052	0	0	dmp_0.5	34	2	19.7	28.0	31.6	1.91
chr1A__chi	1	1000000	ability	chr1A_900001_950000	47	-0.2629624401079678	0	0	dmp_0.5	34	2	19.7	28.0	31.6	1.91
chr1A__chi	1	1000000	ability	chr1A_950001_1000000	36	-0.3431236614582969	0	0	dmp_0.5	34	2	19.7	28.0	31.6	1.91
chr1A__chi	1	1000000	ability	chr1A_WhJag_150001_200000	34	-0.3576984289765386	0	0	dmp_0.5	34	2	19.7	28.0	31.6	1.91
chr1A__chi	1	1000000	ability	chr1A_WhJag_200001_250000	48	-0.25567505634884696	0	0	dmp_0.5	34	2	19.7	28.0	31.6	1.91
chr1A__chi	1	1000000	ability	chr1A_WhJag_400001_450000	46	-0.2702498238670886	0	0	dmp_0.5	34	2	19.7	28.0	31.6	1.91
chr1A__chi	1	1000000	ability	chr1A_WhJag_450001_500000	27	-0.4087101152903844	0	0	dmp_0.5	34	2	19.7	28.0	31.6	1.91
chr1A__chi	1	1000000	ability	chr1A_WhJag_500001_550000	29	-0.39413534777214276	0	0	dmp_0.5	34	2	19.7	28.0	31.6	1.91
chr1A__chi	1	1000000	ability	chr1A_WhJag_550001_600000	28	-0.40142273153126357	0	0	dmp_0.5	34	2	19.7	28.0	31.6	1.91
chr1A__chi	1	1000000	ability	chr1A_WhJag_600001_650000	23	-0.43785965032686774	0	0	dmp_0.5	34	2	19.7	28.0	31.6	1.91
chr1A__chi	1	1000000	ability	chr1A_WhJag_650001_700000	26	-0.4159974990495052	0	0	dmp_0.5	34	2	19.7	28.0	31.6	1.91
chr1A__chi	1	1000000	ability	chr1A_WhJag_700001_750000	35	-0.3504110452174178	0	0	dmp_0.5	34	2	19.7	28.0	31.6	1.91
chr1A__chi	1	1000000	ability	chr1A_WhJag_750001_800000	20	-0.4597218016042302	0	0	dmp_0.5	34	2	19.7	28.0	31.6	1.91
chr1A__chi	1	1000000	ability	chr1A_WhJag_800001_850000	19	-0.46700918536335106	0	0	dmp_0.5	34	2	19.7	28.0	31.6	1.91
chr1A__chi	1	1000000	ability	chr1A_WhJag_850001_900000	33	-0.36498581273565944	0	0	dmp_0.5	34	2	19.7	28.0	31.6	1.91
chr1A__chi	1	1000000	ability	chr1A_WhJag_900001_950000	37	-0.3358362776991761	0	0	dmp_0.5	34	2	19.7	28.0	31.6	1.91
chr1A__chi	1	1000000	ability	chr1A_WhJag_950001_1000000	21	-0.4524344178451094	0	0	dmp_0.5	34	2	19.7	28.0	31.6	1.91
chr1A__chi	1000001	2000000	ability	chr1A_1000001_1050000	14	-0.5034461041589552	1	0	dmp_0.5	29	2	164.4	25.0	116.2	1.37
chr1A__chi	1000001	2000000	ability	chr1A_1050001_1100000	28	-0.40142273153126357	1	0	dmp_0.5	29	2	164.4	25.0	116.2	1.37
chr1A__chi	1000001	2000000	ability	chr1A_1100001_1150000	22	-0.44514703408598855	1	0	dmp_0.5	29	2	164.4	25.0	116.2	1.37
chr1A__chi	1000001	2000000	ability	chr1A_1150001_1200000	38	-0.32854889394005526	1	0	dmp_0.5	29	2	164.4	25.0	116.2	1.37
chr1A__chi	1000001	2000000	ability	chr1A_1200001_1250000	119	0.2617291905487319	1	0	dmp_0.5	29	2	164.4	25.0	116.2	1.37
chr1A__chi	1000001	2000000	ability	chr1A_1250001_1300000	19	-0.46700918536335106	1	0	dmp_0.5	29	2	164.4	25.0	116.2	1.37
chr1A__chi	1000001	2000000	ability	chr1A_1300001_1350000	29	-0.39413534777214276	1	0	dmp_0.5	29	2	164.4	25.0	116.2	1.37
chr1A__chi	1000001	2000000	ability	chr1A_1350001_1400000	13	-0.510733487918076	1	0	dmp_0.5	29	2	164.4	25.0	116.2	1.37
chr1A__chi	1000001	2000000	ability	chr1A_1400001_1450000	12	-0.5180208716771968	1	0	dmp_0.5	29	2	164.4	25.0	116.2	1.37
chr1A__chi	1000001	2000000	ability	chr1A_1450001_1500000	18	-0.47429656912247187	1	0	dmp_0.5	29	2	164.4	25.0	116.2	1.37
chr1A__chi	1000001	2000000	ability	chr1A_1500001_1550000	12	-0.5180208716771968	1	0	dmp_0.5	29	2	164.4	25.0	116.2	1.37
chr1A__chi	1000001	2000000	ability	chr1A_1550001_1600000	17	-0.4815839528815927	1	0	dmp_0.5	29	2	164.4	25.0	116.2	1.37
chr1A__chi	1000001	2000000	ability	chr1A_1600001_1650000	209	0.9175937288696066	1	0	dmp_0.5	29	2	164.4	25.0	116.2	1.37
chr1A__chi	1000001	2000000	ability	chr1A_1650001_1700000	442	2.6155541447447597	1	0	dmp_0.5	29	2	164.4	25.0	116.2	1.37
chr1A__chi	1000001	2000000	ability	chr1A_1700001_1750000	191	0.7864208212054317	1	0	dmp_0.5	29	2	164.4	25.0	116.2	1.37
chr1A__chi	1000001	2000000	ability	chr1A_1750001_1800000	344	1.9013905363509185	1	0	dmp_0.5	29	2	164.4	25.0	116.2	1.37
chr1A__chi	1000001	2000000	ability	chr1A_1800001_1850000	380	2.1637363516792685	1	0	dmp_0.5	29	2	164.4	25.0	116.2	1.37
chr1A__chi	1000001	2000000	ability	chr1A_1850001_1900000	395	2.2730471080660806	1	0	dmp_0.5	29	2	164.4	25.0	116.2	1.37
chr1A__chi	1000001	2000000	ability	chr1A_1900001_1950000	509	3.1038088566058555	1	0	dmp_0.5	29	2	164.4	25.0	116.2	1.37
chr1A__chi	1000001	2000000	ability	chr1A_1950001_2000000	449	2.6665658310586053	1	0	dmp_0.5	29	2	164.4	25.0	116.2	1.37
chr1A__chi	1000001	2000000	ability	chr1A_WhJag_1000001_1050000	19	-0.46700918536335106	1	0	dmp_0.5	29	2	164.4	25.0	116.2	1.37
chr1A__chi	1000001	2000000	ability	chr1A_WhJag_1050001_1100000	23	-0.43785965032686774	1	0	dmp_0.5	29	2	164.4	25.0	116.2	1.37
chr1A__chi	1000001	2000000	ability	chr1A_WhJag_1100001_1150000	21	-0.4524344178451094	1	0	dmp_0.5	29	2	164.4	25.0	116.2	1.37
chr1A__chi	1000001	2000000	ability	chr1A_WhJag_1200001_1250000	28	-0.40142273153126357	1	0	dmp_0.5	29	2	164.4	25.0	116.2	1.37
chr1A__chi	1000001	2000000	ability	chr1A_WhJag_1250001_1300000	27	-0.4087101152903844	1	0	dmp_0.5	29	2	164.4	25.0	116.2	1.37
chr1A__chi	1000001	2000000	ability	chr1A_WhJag_1300001_1350000	17	-0.4815839528815927	1	0	dmp_0.5	29	2	164.4	25.0	116.2	1.37
chr1A__chi	1000001	2000000	ability	chr1A_WhJag_1350001_1400000	12	-0.5180208716771968	1	0	dmp_0.5	29	2	164.4	25.0	116.2	1.37
chr1A__chi	1000001	2000000	ability	chr1A_WhJag_1550001_1600000	12	-0.5180208716771968	1	0	dmp_0.5	29	2	164.4	25.0	116.2	1.37
chr1A__chi	1000001	2000000	ability	chr1A_WhJag_1600001_1650000	14	-0.5034461041589552	1	0	dmp_0.5	29	2	164.4	25.0	116.2	1.37
chr1A__chi	2000001	2100000	ability	chr1A_2000001_2050000	500	3.038222402773768	1	0	dmp_0.5	2	2	25.5	467.5	477.1	1.04
chr1A__chi	2000001	2100000	ability	chr1A_2050001_2100000	466	2.79045135496366	1	0	dmp_0.5	2	2	25.5	467.5	477.1	1.04
